기간,회사,스펙,학교_원문,학교_분류,학과_원문,학과_계열,자격증,기타자격증,인턴,기타
2017 상반기,현대제철,"서성한 / 학점 3.5/4.5 / 토익 945 ,토익스피킹 레벨 7",서성한,인서울,학점 3.5/4.5,기타,"TOEIC 945, 토익스피킹 레벨 7",,,
2018 상반기,KT,지방 사립 / 경영학과 / 학점 4.01 / 토익 880 / 대외활동 1회,지방 사립,지방대,경영학과,경영경제,TOEIC 880,,,대외활동 1회
2016 하반기,삼성전자,인서울 / 전자 / 학점 4.01 / 토익 900,인서울,인서울,전자,공학,TOEIC 900,,,
2017 상반기,삼성전자,경영학과 / 학점 4.2 / 오픽 IH / 인턴1회,경영학과,기타,학점 4.2,기타,OPIc IH,,인턴1회,
2015 하반기,두산중공업,"지역거점대 / 기계 / 학점 3.1, 석사 4.4 / 오픽 IL / 축제봉사활동 2회, 헌혈 봉사활동",지역거점대,지방대,기계,공학,OPIc IL,,,"축제봉사활동 2회, 헌혈 봉사활동"
2016 상반기,SK텔레콤,인서울 / 경영 / 학점 4.2 / 토익 960 / 대외활동 4회,인서울,인서울,경영,경영경제,TOEIC 960,,,대외활동 4회
2016 하반기,LG CNS,K대 대학원 / 통계 / 학점 4점대 / 토스 6급,K대 대학원,지방대,통계,IT컴퓨터,,,,토스 6급
2016 하반기,한화케미칼,서울 4년제 / 경영 / 학점 3.9 / 인턴 1회,서울 4년제,기타,경영,경영경제,,,인턴 1회,
2016 하반기,현대제철,지거국 / 재료 / 학점 4 / 토익 900,지거국,지방대,재료,기타,TOEIC 900,,,
2015 상반기,LG유플러스,서울권 4년제 / 컴공 / 학점 3.5 / 앱 공모전 수상,서울권 4년제,기타,컴공,기타,,,,앱 공모전 수상
2015 하반기,SK C&C,"지방4년제 / 컴퓨터공학과 / 학점 3초반 / 토익스피킹 레벨 5 / 인턴1, 자격증1",지방4년제,지방대,컴퓨터공학과,공학,토익스피킹 레벨 5 / 인턴1,"인턴1, 자격증1","인턴1, 자격증1",
2017 상반기,CJ프레시웨이,"중경외시 / 인문계 / 학점 3.39 / 인턴 2회, 대외봉사 및 봉사활동 6회",중경외시,인서울,인문계,기타,,,"인턴 2회, 대외봉사 및 봉사활동 6회",
2017 상반기,CJ올리브네트웍스,"인하대학교 / 경제학과 & 소프트웨어융합공학 / 학점 3.9 / 토익 855, 토익스피킹 레벨6 / 수상 1회",인하대학교,지방대,경제학과 & 소프트웨어융합공학,경영경제,"TOEIC 855, 토익스피킹 레벨6 / 수상 1회",,,수상 1회
2016 하반기,현대자동차,한양대학교 / 컴퓨터소프트웨어학과 / 학점 4.22 / 오픽 IL,한양대학교,인서울,컴퓨터소프트웨어학과,IT컴퓨터,"OPIc IL, 컴퓨터소프트웨어학과",,,
2017 상반기,LG,지거국 / 전기 / 학점 3.5 / 토익 910 / 한국수자원공자 서포터즈 아동센터 멘토링,지거국,지방대,전기,공학,TOEIC 910,,,한국수자원공자 서포터즈 아동센터 멘토링
2015 하반기,동원F&B,"사회체육학과 / 학점 3.37 / 토익 800 / 인턴 1회, 대외활동 3회",사회체육학과,기타,학점 3.37,기타,TOEIC 800,,"인턴 1회, 대외활동 3회",
2015 하반기,롯데케미칼,연세대 / 화학공학과 / 학점 3.43 / 토익 875,연세대,Top5,화학공학과,공학,TOEIC 875,,,
2018 상반기,삼성전자,,,기타,,,,,,
2016 하반기,SK하이닉스,"성균관대학교 / 신소재공학과 / 학점 3.63 / 토스 130 / 인턴 1회, 봉사활동 1회",성균관대학교,인서울,신소재공학과,공학,,,"인턴 1회, 봉사활동 1회",토스 130
2015 하반기,KT텔레캅,"수도권 4년제 / 전자공학과 / 학점 3.70 / 토익 830, 오픽 IL / 타 CCTV 회사 인턴 2개월",수도권 4년제,기타,전자공학과,공학,"TOEIC 830, OPIc IL",,타 CCTV 회사 인턴 2개월,
2017 상반기,아모스프로페셔널,"중경외시 / 어문 / 학점 4.02 / 토스 레벨6 / 인턴 2회, 대외활동 다수",중경외시,인서울,어문,인문어문,,,"인턴 2회, 대외활동 다수",토스 레벨6
2015 상반기,CJ 대한통운,수도권 / 경제 / 학점 3.87 / 오픽 IM / -,수도권,기타,경제,경영경제,OPIc IM,,,-
2015 하반기,CJ헬로비전,"경희대 / 관광 / 학점 4.09 / 토익 950 / KT인턴, 홈플러스 현장연수, 소비자연구원, 공연기획사 현장연수",경희대,인서울,관광,기타,TOEIC 950,,"KT인턴, 홈플러스 현장연수, 소비자연구원, 공연기획사 현장연수",
2016 하반기,LG화학,지거국 / 전자공학과 / 학점 3.6 / 공모전 수상 1,지거국,지방대,전자공학과,공학,,,,공모전 수상 1
2016 하반기,CJ 대한통운,"지거국 / 경영 / 학점 4.0/4.5 / 토익 930 / 오픽 IH / 유통관리사, 국제무역사, 무역영어 등 벤처기업 인턴 1회, 한국무역협회 인턴 1회, 해외인턴 1회 대외활동 및 공모전 수상 다수",지거국,지방대,경영,경영경제,"TOEIC 930, OPIc IH",,"유통관리사, 국제무역사, 무역영어 등 벤처기업 인턴 1회, 한국무역협회 인턴 1회, 해외인턴 1회 대외활동 및 공모전 수상 다수",
2017 하반기,삼성전자,수도권 / 재료공학과 / 학점 4 / 토익 930,수도권,기타,재료공학과,공학,TOEIC 930,,,
2015 하반기,두산중공업,"부경대학교 / 기계설계공학 / 학점 3.98 / 토익 855, 토익스피킹 레벨6(130) / 교내 캡스톤 경진대회 금상, 2014 공학교육페스티벌",부경대학교,지방대,기계설계공학,공학,"TOEIC 855, 토익스피킹 레벨6(130) / 교내 캡스톤 경진대회 금상",,,"교내 캡스톤 경진대회 금상, 2014 공학교육페스티벌"
2015 하반기,농협 홍삼,지방국립대 / 식품공학 / 학점 3.5 / 토익 710,지방국립대,지방대,식품공학,공학,TOEIC 710,,,
2016 하반기,포스코,"환경공학과 / 학점 3.9 / 토익 910, 토익스피킹 레벨 6 / 전공관련 기사 2개, 공모전 1회",환경공학과,기타,학점 3.9,기타,"TOEIC 910, 토익스피킹 레벨 6 / 전공관련 기사 2개","전공관련 기사 2개, 공모전 1회",,
2016 하반기,CJ올리브네트웍스,"아주대 / 경영학과 / 학점 3.62 / 토익 900, 토익스피킹 레벨6 / 인턴 1회(롯데주류), 교환학생 홍콩 1회, 아르바이트 다수",아주대,지방대,경영학과,경영경제,"TOEIC 900, 토익스피킹 레벨6 / 인턴 1회(롯데주류)",,"인턴 1회(롯데주류), 교환학생 홍콩 1회, 아르바이트 다수",
2016 하반기,현대자동차,"중앙대학교 / 기계공학부 / 학점 3.81(평점),3.92(전공) / 토익 985 / 대외활동 전공무관 4가지, 전공 관련 수상 2개",중앙대학교,인서울,기계공학부,공학,TOEIC 985,,,"대외활동 전공무관 4가지, 전공 관련 수상 2개"
2017 하반기,LG전자,,,기타,,,,,,
2015 하반기,이랜드시스템즈,"충북대학교 / 정보통신공학 / 학점 3.58 / 토익 725, 오픽 IL / 학술 대회 공모전 다수 참가 및 수상, 창업동아리 경진대회 대상",충북대학교,지방대,정보통신공학,공학,"TOEIC 725, OPIc IL",,,"학술 대회 공모전 다수 참가 및 수상, 창업동아리 경진대회 대상"
2016 하반기,KT,"지방국립대4년제 / 컴퓨터공학 / 학점 3.49 / 토익 880, 오픽 IH / 한국연구재단 등 재지 논문 게재 1회, 영국 어학연수 1년, 한국사 1급",지방국립대4년제,지방대,컴퓨터공학,공학,"TOEIC 880, OPIc IH, 한국연구재단 등 재지 논문 게재 1회, 영국 어학연수 1년, 한국사 1급","한국연구재단 등 재지 논문 게재 1회, 영국 어학연수 1년, 한국사 1급",,
2016 하반기,롯데정보통신,"지방사립대 / 컴퓨터공학과 / 학점 4.04 / 토익 725 / 인턴 1회, 대외활동 1회, 봉사활동 1회",지방사립대,지방대,컴퓨터공학과,공학,TOEIC 725,,"인턴 1회, 대외활동 1회, 봉사활동 1회",
2016 하반기,삼성디스플레이,서울 중위권 / 전자 / 학점 3.4 / 오픽 IH / 직무 상관 없는거 다수,서울 중위권,기타,전자,공학,OPIc IH,,,직무 상관 없는거 다수
2016 하반기,SK네트웍스,"지거국 / 비상경 사회과학 / 학점 3.5 / 토익 935 / 인턴1, 대외활동1",지거국,지방대,비상경 사회과학,사회과학,TOEIC 935,,"인턴1, 대외활동1",
2015 하반기,삼성전자,"서연고 / 경영 / 학점 3.72 / 오픽 al / 인턴 1회, 공모전 2회",서연고,기타,경영,경영경제,OPIc al,,"인턴 1회, 공모전 2회",
2016 하반기,삼성전자,"서성한 / 컴퓨터 / 학점 3.4 / 토익 810, 토스 레벨5",서성한,인서울,컴퓨터,IT컴퓨터,TOEIC 810,,,
2015 하반기,현대위아,부산대 / 기계공학과 / 학점 3.4 / 토익 870 / 공모전 1,부산대,지방대,기계공학과,공학,TOEIC 870,,,공모전 1
2015 하반기,삼성,"서성한 / 화학공학과 / 학점 3.94 / 토익 840, 토스 레벨6",서성한,인서울,화학공학과,공학,TOEIC 840,,,
2017 하반기,CJ제일제당,"서성한 / 기계 / 학점 3.63 / 토익 865, 토익 스피킹 레벨 6 / 인턴 1회",서성한,인서울,기계,공학,TOEIC 865,,인턴 1회,
2015 하반기,현대자동차,"성균관대 / 기계과 / 학점 3.47 / 토익 865, 오픽 IM2",성균관대,인서울,기계과,공학,"TOEIC 865, OPIc IM2",,,
2016 하반기,sk네트웍스,지방 사립 / 경영 / 학점 4.1 / 토익 895,지방 사립,지방대,경영,경영경제,TOEIC 895,,,
2016 하반기,LG디스플레이,수도권 4년제 / 화학과 / 학점 4.0 / 토스 level5 / 인턴 2개월,수도권 4년제,기타,화학과,자연과학,,,인턴 2개월,토스 level5
2015 하반기,두산중공업,국민대 / 기계공학 / 학점 3.48/4.5 / 토익 725,국민대,인서울,기계공학,공학,TOEIC 725,,,
2017 상반기,CJ제일제당,인서울 / 경영학과 / 학점 3.54 / 토익 980 / 인턴 3회,인서울,인서울,경영학과,경영경제,TOEIC 980,,인턴 3회,
2015 하반기,한수원,동아대학교 / 법학과 / 학점 3.7 / 토익 800,동아대학교,지방대,법학과,법행정,TOEIC 800,,,
2015 하반기,SK하이닉스,"충남대 / 기계설계공학 / 학점 3.79 / 토익 870, 토스 레벨5 / 콘티넨탈 인턴 4개월",충남대,지방대,기계설계공학,공학,TOEIC 870,,콘티넨탈 인턴 4개월,
2017 상반기,삼성전자,서울중하위 / 컴퓨터공학과 / 학점 3.9 / 토익 865 / 대외활동 1,서울중하위,기타,컴퓨터공학과,공학,TOEIC 865,,,대외활동 1
2015 하반기,서브원,뉴욕주립대 / 경제학과 / 학점 3.49 / 오픽 IH / 무역회사 1년 4개월,뉴욕주립대,지방대,경제학과,경영경제,OPIc IH,,,무역회사 1년 4개월
2015 하반기,삼성전자,"지방국립 / 재료금속 / 학점 3.7 / 토익 800, 오픽 im1",지방국립,지방대,재료금속,기타,"TOEIC 800, OPIc im1",,,
2016 상반기,SK 케미칼,화학 / 학점 3.3 / 토익 900 초반,화학,기타,학점 3.3,기타,TOEIC 900,,,
2016 하반기,CJ올리브네트웍스,,,기타,,,,,,
2017 상반기,삼성전자,,,기타,,,,,,
2018 하반기,대한항공,"서울 상위권 / 기계공학과 / 학점 3.26 / 토익 900, 토스 LV7",서울 상위권,기타,기계공학과,공학,TOEIC 900,,,
2015 하반기,아모레퍼시픽,미국주립대 / 경영 / 학점 3.50/4.00 / 총 4차례의 경영컨설팅 인턴십,미국주립대,해외대,경영,경영경제,,,총 4차례의 경영컨설팅 인턴십,
2015 하반기,KT,경희대학교 / 비상경 / 학점 4.2 / 토익 900,경희대학교,인서울,비상경,기타,TOEIC 900,,,
2016 하반기,LG디스플레이,영남대학교 / 전자공학과 / 학점 4.04 / 토스 5(120),영남대학교,지방대,전자공학과,공학,,,,토스 5(120)
2016 하반기,동원 F&B,"서울 중상위권 / 경영학 / 학점 3.5 / 대외활동 4개, 헌혈15번, 은행권 인턴",서울 중상위권,기타,경영학,경영경제,,,"대외활동 4개, 헌혈15번, 은행권 인턴",
2015 상반기,아시아나IDT,지방 / 학점 3.96 / 토익 870,지방,지방대,학점 3.96,기타,TOEIC 870,,,
2015 하반기,CJ 대한통운,"해외대 / 재무 / 학점 3.6 / 봉사활동, 인턴",해외대,해외대,재무,기타,,,"봉사활동, 인턴",
2017 상반기,CJ제일제당,서울 중위권 / 음대 / 학점 3.95 / 토익 780,서울 중위권,기타,음대,기타,TOEIC 780,,,
2016 상반기,삼성전자,"지방국립대 / 전기전자제어 / 학점 3.78 / 토익 850 , 토익스피킹 레벨6 / 대외활동 3회, 수상경력 2회",지방국립대,지방대,전기전자제어,공학,"TOEIC 850, 토익스피킹 레벨6 / 대외활동 3회",,,"대외활동 3회, 수상경력 2회"
2016 하반기,LG,서성한 / 재료 / 학점 3.93 / 토익 945 / 인턴 1회,서성한,인서울,재료,기타,TOEIC 945,,인턴 1회,
2016 하반기,LG화학,,,기타,,,,,,
2016 하반기,현대자동차,"국민대 / 자동차 공학과 / 학점 3.82 / 토익 815 / 대외활동(자작자동차 수상 3회, 여행동아리 임원진, 글로벌 버디 프로젝트 참여)",국민대,인서울,자동차 공학과,공학,TOEIC 815,,,"대외활동(자작자동차 수상 3회, 여행동아리 임원진, 글로벌 버디 프로젝트 참여)"
2017 하반기,대한항공,"서성한 / 상경 / 학점 3.79 / 토익 950, 오픽 AL / 인턴 1회, 어학연수 1회",서성한,인서울,상경,기타,"TOEIC 950, OPIc AL, 인턴 1회, 어학연수 1회",,"인턴 1회, 어학연수 1회",
2016 하반기,현대모비스,건동홍 / 전기공학 / 학점 3.37 / 토익 840,건동홍,인서울,전기공학,공학,TOEIC 840,,,
2017 상반기,LG전자,"연고 / 인문 / 학점 3.58 / 토익 925, 토익스피킹 레벨6 / 교외 봉사 200시간, 교내 학생회",연고,기타,인문,기타,"TOEIC 925, 토익스피킹 레벨6 / 교외 봉사 200시간",,,"교외 봉사 200시간, 교내 학생회"
2018 상반기,CJ제일제당,지거국 / 무역 / 학점 4.05 / 토익 980 / 롯데 인턴,지거국,지방대,무역,경영경제,TOEIC 980,,롯데 인턴,
2016 상반기,현대모비스,"경북대학교 / 전기공학과 / 학점 4.23 / 토익 880 / 동아리, 학생회, 봉사활동",경북대학교,지방대,전기공학과,공학,TOEIC 880,,,"동아리, 학생회, 봉사활동"
2017 상반기,삼성전자,"지방국립대 / 기계공학부 / 학점 4.32 / 토익 700, 토스 level 6 / 교내 로봇동아리",지방국립대,지방대,기계공학부,공학,TOEIC 700,,,교내 로봇동아리
2017 상반기,LG디스플레이,중경외시 / 전자공학과 / 학점 3.3 / 토익스피킹 130,중경외시,인서울,전자공학과,공학,토익스피킹 130,,,
2017 하반기,삼성전자,중경외시 / 기계 / 학점 3.71 / 토익 800,중경외시,인서울,기계,공학,TOEIC 800,,,
2018 상반기,삼성전자,지방국립대 / 학점 3.5 / 토스 레벨6,지방국립대,지방대,학점 3.5,기타,,,,토스 레벨6
2014 하반기,이랜드,"성신여자대학교 / 지리학과 / 학점 3.6 / 서울시주관 동생행복프로젝트(2012.9 - 12), 경기문화재단 도시락특공대 대학생 서포터즈 2기 총무 (2013.6 - 12), 벤처기업 나누잡 대학생 서포터즈 2기 멘토섭외단 (2013.7 - 2014.2), 구의연세정신건강의학과 연세사회문화센터 자원봉사 (2014.9~　)",성신여자대학교,지방대,지리학과,기타,,,,"서울시주관 동생행복프로젝트(2012.9 - 12), 경기문화재단 도시락특공대 대학생 서포터즈 2기 총무 (2013.6 - 12), 벤처기업 나누잡 대학생 서포터즈 2기 멘토섭외단 (2013.7 - 2014.2), 구의연세정신건강의학과 연세사회문화센터 자원봉사 (2014.9~　)"
2015 하반기,LG전자,"SKY / 신방 / 학점 4.15 / 오픽 IH, 토익 945 / 주류회사 마케팅실 인턴, 제일기획 아르바이트, 콘텐츠제작 회사 프리랜서",SKY,기타,신방,기타,"TOEIC 945, OPIc IH",,"주류회사 마케팅실 인턴, 제일기획 아르바이트, 콘텐츠제작 회사 프리랜서",
2016 하반기,SK네트웍스,서울중상위 / 경영 / 학점 3.2 / 토익 925,서울중상위,기타,경영,경영경제,TOEIC 925,,,
2017 상반기,LG디스플레이,서성한 / 화학공학부 / 학점 3.8 / 토익 865 / 교환학생,서성한,인서울,화학공학부,공학,TOEIC 865,,,교환학생
2016 상반기,삼성전자,"국숭세단 / 기계 / 학점 3.62 / 토익 820, 오픽 IM3 / 캐나다 어학연수 9개월, 밴드 동아리 활동",국숭세단,인서울,기계,공학,"TOEIC 820, OPIc IM3, 캐나다 어학연수 9개월, 밴드 동아리 활동",,,
2016 하반기,LG상사,지거국 / 중문학과 / 학점 3.73 / 토익 885,지거국,지방대,중문학과,인문어문,TOEIC 885,,,
2017 상반기,CJ 대한통운,서울 중위권 / 전자공학 / 학점 3.7 / 토익 810,서울 중위권,기타,전자공학,공학,TOEIC 810,,,
2018 상반기,KT,"지거국 / 경영 / 학점 3.18 / 오픽IH / 인턴1,공모전수상2,계약직2",지거국,지방대,경영,경영경제,OPIc IH,,"인턴1,공모전수상2,계약직2",
2015 하반기,삼성디스플레이,지방사립 / 기계과 / 학점 3.45 / 토스 레벨5,지방사립,지방대,기계과,공학,,,,토스 레벨5
2016 하반기,SK 네트웍스,서울 중상위권 대학교 / 학점 3.84 / 토익 905 / 공모전 입상,서울 중상위권 대학교,지방대,학점 3.84,기타,TOEIC 905,,,공모전 입상
2018 상반기,삼성전자,지방국립대 / 전자공학과 / 학점 3.40 / 토익스피킹 Lv.5,지방국립대,지방대,전자공학과,공학,토익스피킹 Lv.5,,,
2015 하반기,삼성,"성균관대학교 / 의상/ 통계 / 학점 3.58 / 토익 930 / 봉사단체, 연극동아리학교, 패션쇼 기획부장",성균관대학교,인서울,의상/ 통계,IT컴퓨터,TOEIC 930,,,"봉사단체, 연극동아리학교, 패션쇼 기획부장"
2015 하반기,이랜드 그룹,"서울4년제 / 인문계열 / 학점 3.47 / 토익 830 / 2012 해양영토대장정, 2013 국립중앙박물관 청년멘토, 2014 외교부 청년공공외교단",서울4년제,기타,인문계열,기타,TOEIC 830,,,"2012 해양영토대장정, 2013 국립중앙박물관 청년멘토, 2014 외교부 청년공공외교단"
2016 상반기,KT,"지거국 / 산림자원 / 학점 3.54 / 토익 805 / 많은 아르바이트, 봉사활동 동아리",지거국,지방대,산림자원,기타,TOEIC 805,,,"많은 아르바이트, 봉사활동 동아리"
2017 하반기,대한항공,"중경외시(대학원) / 어문 / 학점 4.0 / 토익 800점대 / 연구실 조교, 프리랜서 통역",중경외시(대학원),인서울,어문,인문어문,TOEIC 800,,,"연구실 조교, 프리랜서 통역"
2017 상반기,현대자동차,서울상위권 / 전자공학과 / 학점 3.9 / 토익 925,서울상위권,기타,전자공학과,공학,TOEIC 925,,,
2017 하반기,LG이노텍,"서성한 / 국제학부 / 학점 3.46 / 토익950, 토스180, HSK5급 / 대외활동 유",서성한,인서울,국제학부,기타,"TOEIC 950, HSK 5급",,,대외활동 유
2015 하반기,sk네트웍스,"수도권 사립 / 불어불문 / 학점 3.46 / 오픽 920, 오픽 IH / 해외 단기 인턴2회",수도권 사립,기타,불어불문,기타,OPIc IH,,해외 단기 인턴2회,
2015 하반기,CJ프레시웨이,"경기권 / 상경계열 / 학점 3점중반 / 인턴 1회, 봉사활동 2회",경기권,기타,상경계열,기타,,,"인턴 1회, 봉사활동 2회",
2015 하반기,현대모비스,"지방국립 / 정보통신 / 학점 3.5 / 토익 820 / 인턴1, 봉사1",지방국립,지방대,정보통신,IT컴퓨터,TOEIC 820,,"인턴1, 봉사1",
2015 하반기,현대글로비스,"건국대 / 국제무역 / 학점 4.2 / 토익 910, 토스 레벨7 / 인턴 1회",건국대,인서울,국제무역,경영경제,TOEIC 910,,인턴 1회,
2016 하반기,삼성전자,"지방국립대 / 전자공학부 / 학점 4.08 / 토익 715, 오픽 IM2 / 인턴 1회, 어학연수 1회, 봉사활동 2회",지방국립대,지방대,전자공학부,공학,"TOEIC 715, OPIc IM2, 인턴 1회, 어학연수 1회, 봉사활동 2회",,"인턴 1회, 어학연수 1회, 봉사활동 2회",
2015 상반기,GS리테일,지국대 / 경제학과 / 학점 3.8 / 토익 860 / 인턴 1회,지국대,지방대,경제학과,경영경제,TOEIC 860,,인턴 1회,
2016 하반기,현대제철,학점 3.6 / 토익 900,학점 3.6,기타,토익 900,기타,TOEIC 900,,,
2017 상반기,CJ 대한통운,지방사립 / 스페인어과 / 학점 3.62 / 토익 800 / 대기업 해외법인 2년 8개월 근무(정규직),지방사립,지방대,스페인어과,인문어문,TOEIC 800,,,대기업 해외법인 2년 8개월 근무(정규직)
2017 하반기,CJ헬스케어,"지거국 / 중어중문 / 학점 4.02 / 토익890, 토익스피킹 레벨6, 중국어 HSK 6급, 오픽중국어 AL / 지거국 조교 1년, 봉사활동 200시간 이상, 독서토론대회 우수상, 헌혈 은장, 해피무브, 그외 대외활동 다수",지거국,지방대,중어중문,기타,"TOEIC 890, 토익스피킹 레벨6, HSK 6급",,,"지거국 조교 1년, 봉사활동 200시간 이상, 독서토론대회 우수상, 헌혈 은장, 해피무브, 그외 대외활동 다수"
2015 하반기,KT텔레캅,동국대 / 전자공학 / 학점 3.4 / 오픽 IM1 / 없음,동국대,인서울,전자공학,공학,OPIc IM1,,,없음
2015 하반기,현대모비스,고려대학교 / 기계공학과 / 학점 3.04 / 토익 800,고려대학교,Top5,기계공학과,공학,TOEIC 800,,,
2016 하반기,KT,지거국 / 전자공학과 / 학점 3.48 / 토익 795,지거국,지방대,전자공학과,공학,TOEIC 795,,,
2016 하반기,삼성 바이오에피스,"해외대 / 자연과학계열 / 학점 3.78 / 오픽 AL / 학부생 연구실 보조 2회, 병원봉사 외 대외활동 多",해외대,해외대,자연과학계열,자연과학,OPIc AL,,,"학부생 연구실 보조 2회, 병원봉사 외 대외활동 多"
2015 하반기,SK텔레콤,"SKY / 상경 / 학점 3.56 / 토익 860, 토익스피킹 레벨6 / 대외활동 3회 이상, 자격증 한자 2급, 한국사 1급 봉사활동 약간 (80시간 정도)",SKY,기타,상경,기타,"TOEIC 860, 토익스피킹 레벨6 / 대외활동 3회 이상","대외활동 3회 이상, 자격증 한자 2급, 한국사 1급 봉사활동 약간 (80시간 정도)",,
2015 하반기,LG화학,전남대학교 / 신화학소재공학과 / 학점 4.1 / 오픽 IM2,전남대학교,지방대,신화학소재공학과,공학,OPIc IM2,,,
2016 상반기,아모레퍼시픽,,,기타,,,,,,
2015 하반기,KT,"경희대 / 학점 4.0/4.5 / 인턴1회, 봉사3회, 공모전1회",경희대,인서울,학점 4.0/4.5,기타,,,"인턴1회, 봉사3회, 공모전1회",
2015 하반기,LG전자,서성한 / 화학공학 / 학점 3.3 / 오픽 IM2,서성한,인서울,화학공학,공학,OPIc IM2,,,
2015 하반기,LG디스플레이,"수도권 공대 / 기계 / 학점 4 / 토익 855, 토스130(lv6) / 봉사활동",수도권 공대,지방대,기계,공학,TOEIC 855,,,봉사활동
2017 상반기,SK브로드밴드,"중경외시 / 전산학과 / 학점 3.2 / 토익 890, 토익스피킹 150 / 공모전 4회 수상",중경외시,인서울,전산학과,기타,"TOEIC 890, 토익스피킹 150 / 공모전 4회 수상",,,공모전 4회 수상
2017 상반기,삼성생명,"수도권 / 경영 / 학점 3.34 / 토익 960, 오픽 IL / 대외활동 1회",수도권,기타,경영,경영경제,"TOEIC 960, OPIc IL",,,대외활동 1회
2015 하반기,삼성SDI,한국산업기술대학교 / 신소재공학과 / 학점 3.72 / 토익스피킹 6 / 과 학생회장,한국산업기술대학교,지방대,신소재공학과,공학,토익스피킹 6 / 과 학생회장,,,과 학생회장
2015 하반기,삼성전자,"연세대학교 / 영어영문학과/경제학과 / 학점 3.84 / 토익 945, 토스 Lv.6 / 동아리 활동 2가지",연세대학교,Top5,영어영문학과/경제학과,경영경제,TOEIC 945,,,동아리 활동 2가지
2016 상반기,LG 하우시스,중앙대 / 기계 / 학점 4.12 / 토스 레벨5 / 봉사활동,중앙대,인서울,기계,공학,,,,토스 레벨5 / 봉사활동
2018 상반기,삼성전자 sst,,,기타,,,,,,
2018 하반기,LG서브원,지거국 / 경제학과 / 학점 3.89 / 토익 810,지거국,지방대,경제학과,경영경제,TOEIC 810,,,
2015 하반기,현대자동차,"스카이 / 컴퓨터공학 / 학점 3.95 / 토익 980점,오픽 IH / 인턴 1회, 해외봉사 1회, 논문 1회, 공모전 1회",스카이,기타,컴퓨터공학,공학,"TOEIC 980, OPIc IH",,"인턴 1회, 해외봉사 1회, 논문 1회, 공모전 1회",
2015 하반기,현대위아,지거국 / 제어계측공학과 / 학점 4.0 / 토익 805,지거국,지방대,제어계측공학과,공학,TOEIC 805,,,
2016 하반기,CJ ENM,해외대 / 영문 / 학점 3.5 / 오픽 al / 유,해외대,해외대,영문,인문어문,OPIc al,,,유
2017 하반기,CJ 대한통운,국숭세단 / 신소재공학 / 학점 2.8 / 토익 925 / 인턴 2회,국숭세단,인서울,신소재공학,공학,TOEIC 925,,인턴 2회,
2015 하반기,한국수력원자력,수도권 / 화학과 / 학점 3.8 / 토익 800,수도권,기타,화학과,자연과학,TOEIC 800,,,
2016 하반기,SK이노베이션,"전남대학교 / 경영학부 / 학점 4.14 / 토익 960 , 오픽 IH / 문화 관련 재단 홍보마케팅부에서 10주간 근무, KT상상마케팅스쿨 8기 수료, 봉사활동 70시간",전남대학교,지방대,경영학부,경영경제,"TOEIC 960, OPIc IH",,,"문화 관련 재단 홍보마케팅부에서 10주간 근무, KT상상마케팅스쿨 8기 수료, 봉사활동 70시간"
2015 하반기,LG전자,서울과학기술대학교 / 기계시스템디자인공학 / 학점 3.88 / 오픽 IM2 / WISET 여성공학연구팀제사업 일반과정,서울과학기술대학교,지방대,기계시스템디자인공학,공학,OPIc IM2,,,WISET 여성공학연구팀제사업 일반과정
2015 하반기,SK네트웍스,중경외시 / 노어노문 / 학점 3.73 / 토익 835 / 대외활동 2회,중경외시,인서울,노어노문,기타,TOEIC 835,,,대외활동 2회
2015 하반기,롯데정보통신,"중앙대 / 경영학과 / 학점 3.12 / 토익 880, 오픽IM2 / 학생회장",중앙대,인서울,경영학과,경영경제,"TOEIC 880, OPIc IM2",,,학생회장
2015 하반기,효성,"서성한 / 화공 / 학점 3.56 / 오픽 AL, 토익 950 / 해외 인턴 1회, 대외 활동 다수",서성한,인서울,화공,기타,"TOEIC 950, OPIc AL",,"해외 인턴 1회, 대외 활동 다수",
2016 하반기,CJ 대한통운,수도권사립 / 건축설비 / 학점 3.44 / 토스 레벨6 / 현장실습 2개월,수도권사립,기타,건축설비,공학,,,,토스 레벨6 / 현장실습 2개월
2017 상반기,LG전자,SKY / 전기전자 / 학점 3.67 / OPIC IM2,SKY,기타,전기전자,공학,OPIc IM2,,,
2017 상반기,삼성전자 LSI,"경기권 분교 / 화학/기계 / 학점 3.67 / 토스 레벨6 / 인턴 1회, 워킹홀리데이 1회",경기권 분교,기타,화학/기계,공학,,,"인턴 1회, 워킹홀리데이 1회",토스 레벨6
2015 하반기,LG디스플레이,"홍건동 / 신소재 / 학점 3.97 / 토익 895, 토스 레벨6 / 인턴 1회",홍건동,기타,신소재,공학,TOEIC 895,,인턴 1회,
2016 하반기,SK네트웍스,"중경외시 / 신문방송 / 학점 3.81 / 토익 910 / 인턴 1회, 대외활동 2회",중경외시,인서울,신문방송,기타,TOEIC 910,,"인턴 1회, 대외활동 2회",
2015 하반기,SK하이닉스,"지거국 / 전자공학과 / 학점 3.8/4.5 / 토익830 , 토익스피킹 150 / 인턴1회, 해외봉사활동 2회, 학생회 총무, 단기연수 1회",지거국,지방대,전자공학과,공학,"TOEIC 830, 토익스피킹 150 / 인턴1회",,"인턴1회, 해외봉사활동 2회, 학생회 총무, 단기연수 1회",
